,EnsemblTranscriptID,chr,pos,strand
396,ENST00000206380,chr17,"[(42092320, 42092345)]",-
397,ENST00000206423,chr3,"[(112358752, 112358763), (112359173, 112360116)]",-
398,ENST00000206446,chr14,"[(24975686, 24975810), (24977383, 24977471)]",-
399,ENST00000206451,chr14,"[(24605366, 24605471)]",+
400,ENST00000206474,chr14,"[(23424363, 23424385), (23426132, 23426363)]",-
401,ENST00000206513,chr14,"[(23588300, 23588825)]",-
402,ENST00000206542,chr14,"[(20922842, 20923264)]",-
403,ENST00000206544,chr14,"[(23821423, 23821760)]",-
404,ENST00000206595,chr14,"[(31028328, 31028478), (31050281, 31050285)]",+
405,ENST00000206765,chr14,"[(24731558, 24731560), (24732294, 24732416)]",-
406,ENST00000207157,chr1,"[(119474342, 119474455), (119531977, 119532179)]",-
407,ENST00000207437,chr12,"[(56546334, 56546415), (56547656, 56547702)]",+
408,ENST00000207457,chr1,"[(36549675, 36549750), (36550470, 36550522)]",+
409,ENST00000207549,chr17,"[(73840418, 73840798)]",-
410,ENST00000207726,chr22,"[(18389578, 18389652), (18507046, 18507325)]",-
411,ENST00000207771,chr6,"[(133055831, 133055904)]",-
412,ENST00000207870,chr3,"[(38388269, 38388359)]",+
413,ENST00000209540,chr19,"[(15197790, 15197876)]",+
414,ENST00000209665,chr4,"[(100356426, 100356667)]",-
415,ENST00000209668,chr4,"[(100212071, 100212185)]",-
416,ENST00000209718,chr17,"[(39092855, 39093205), (39093597, 39093672)]",-
417,ENST00000209728,chr17,"[(38443884, 38444342), (38445659, 38445672)]",+
418,ENST00000209873,chr12,"[(53715249, 53715415)]",-
419,ENST00000209875,chr12,"[(54651434, 54651476), (54673791, 54673886)]",-
420,ENST00000209884,chr1,"[(173684122, 173684217), (173685141, 173685182)]",+
421,ENST00000209929,chr1,"[(171154346, 171154498), (171154846, 171154852)]",+
422,ENST00000210060,chr19,"[(12792580, 12792716)]",-
423,ENST00000210187,chr16,"[(2198624, 2198784)]",+
424,ENST00000210313,chr9,"[(123605187, 123605262)]",-
425,ENST00000210444,chr9,"[(100819020, 100819090)]",+
426,ENST00000210633,chr10,"[(102732591, 102732669)]",+
427,ENST00000211076,chr16,"[(1306133, 1306281)]",+
428,ENST00000211122,chr6,"[(52770632, 52770653), (52774438, 52774483)]",-
429,ENST00000211287,chr6,"[(36098097, 36098359)]",+
430,ENST00000211314,chr6,"[(52535906, 52536043), (52541884, 52541900)]",+
431,ENST00000211379,chr6,"[(31619540, 31619553), (31620200, 31620482)]",-
432,ENST00000211413,chr6,"[(32119604, 32119729)]",-
433,ENST00000211921,chr6,"[(31554624, 31554716), (31554976, 31555076)]",+
434,ENST00000211936,chr6,"[(27440073, 27440212), (27440751, 27440897)]",-
435,ENST00000211998,chr10,"[(75757871, 75757965)]",+
436,ENST00000212015,chr10,"[(69644426, 69644479)]",+
437,ENST00000212355,chr1,"[(92327088, 92327201), (92351434, 92351787)]",-
438,ENST00000214869,chr19,"[(10946867, 10946966)]",-
439,ENST00000215057,chr19,"[(59082756, 59082796), (59084421, 59084942)]",-
440,ENST00000215061,chr19,"[(17337012, 17337056)]",+
441,ENST00000215071,chr19,"[(38865175, 38865241)]",+
442,ENST00000215095,chr16,"[(31021717, 31021949)]",-
443,ENST00000215115,chr16,"[(30905265, 30906281)]",-
444,ENST00000215368,chr19,"[(1286152, 1286167)]",+
445,ENST00000215375,chr19,"[(1241748, 1241849)]",+
446,ENST00000215376,chr19,"[(1236081, 1236120), (1237754, 1237990)]",-
447,ENST00000215479,chrY,"[(6740649, 6740661), (6742012, 6742068)]",-
448,ENST00000215530,chr19,"[(639894, 639925)]",+
449,ENST00000215531,chr19,"[(3480461, 3480540)]",-
450,ENST00000215539,chr16,"[(1843653, 1843764)]",-
451,ENST00000215555,chr19,"[(8478186, 8478304), (8486672, 8486724)]",+
452,ENST00000215565,chr19,"[(14682812, 14682874)]",-
453,ENST00000215567,chr19,"[(14640371, 14640508)]",+
454,ENST00000215570,chr19,"[(2427531, 2427892)]",-
455,ENST00000215574,chr19,"[(531713, 531931)]",+
456,ENST00000215582,chr19,"[(751125, 751171), (756889, 756946)]",+
457,ENST00000215587,chr19,"[(1095314, 1095598)]",-
458,ENST00000215631,chr19,"[(2476124, 2476356)]",+
459,ENST00000215637,chr19,"[(496453, 496499)]",+
460,ENST00000215659,chr22,"[(50699938, 50700254)]",-
461,ENST00000215727,chr22,"[(21128166, 21128433), (21133584, 21133600)]",+
462,ENST00000215730,chr22,"[(21213270, 21213398)]",+
463,ENST00000215739,chr22,"[(21336301, 21336660)]",+
464,ENST00000215742,chr22,"[(21356200, 21356375)]",-
465,ENST00000215743,chr22,"[(24115005, 24115057)]",+
466,ENST00000215754,chr22,"[(24236190, 24236661)]",+
467,ENST00000215770,chr22,"[(24309088, 24309102)]",+
468,ENST00000215780,chr22,"[(24322338, 24322388)]",+
469,ENST00000215781,chr22,"[(30662788, 30662829)]",-
470,ENST00000215790,chr22,"[(30722870, 30723035)]",-
471,ENST00000215793,chr22,"[(30752781, 30752936)]",-
472,ENST00000215794,chr22,"[(18632665, 18632989), (18640324, 18640430)]",+
473,ENST00000215812,chr22,"[(30867945, 30868036)]",-
474,ENST00000215829,chr22,"[(24951470, 24952039), (24953624, 24953642)]",+
475,ENST00000215832,chr22,"[(22221730, 22221919)]",-
476,ENST00000215838,chr22,"[(31002824, 31003318)]",+
477,ENST00000215855,chr22,"[(25595816, 25595876), (25597343, 25597363)]",+
478,ENST00000215862,chr22,"[(31346402, 31346431), (31352748, 31352783), (31354626, 31354680), (31359210, 31359320), (31363051, 31364187)]",-
479,ENST00000215882,chr22,"[(19166186, 19166343)]",-
480,ENST00000215885,chr22,"[(31536340, 31536593)]",-
481,ENST00000215886,chr22,"[(37975912, 37976087)]",-
482,ENST00000215904,chr22,"[(38054733, 38054789)]",+
483,ENST00000215906,chr22,"[(26825238, 26825452), (26829357, 26829581)]",+
484,ENST00000215909,chr22,"[(38071614, 38071709)]",+
485,ENST00000215912,chr22,"[(31688330, 31688514)]",-
486,ENST00000215917,chr22,"[(26879842, 26879856)]",+
487,ENST00000215919,chr22,"[(31741588, 31741762)]",-
488,ENST00000215939,chr22,"[(27012283, 27012302), (27013940, 27014052)]",-
489,ENST00000215941,chr22,"[(38240245, 38240438)]",-
490,ENST00000215956,chr22,"[(42078362, 42078626)]",-
491,ENST00000215957,chr22,"[(38302303, 38302429)]",+
492,ENST00000215980,chr22,"[(42343080, 42343168)]",-
493,ENST00000216014,chr22,"[(38864066, 38864238)]",+
494,ENST00000216024,chr22,"[(38964261, 38964294), (38966047, 38966291)]",-
495,ENST00000216027,chr22,"[(29138018, 29138083)]",+
496,ENST00000216029,chr22,"[(39052659, 39052755), (39064021, 39064059)]",+
497,ENST00000216034,chr22,"[(39077952, 39077983)]",+
498,ENST00000216036,chr22,"[(23482607, 23482659), (23484135, 23484280)]",-
499,ENST00000216037,chr22,"[(29196512, 29196585)]",-
500,ENST00000216038,chr22,"[(32808143, 32808242)]",-
501,ENST00000216039,chr22,"[(39095992, 39096672)]",-
502,ENST00000216044,chr22,"[(39101727, 39101960)]",+
503,ENST00000216061,chr22,"[(50810500, 50810579), (50827414, 50827540), (50830295, 50830444), (50832321, 50832337)]",+
504,ENST00000216064,chr22,"[(39148633, 39148670), (39151767, 39151947)]",-
505,ENST00000216068,chr22,"[(39178736, 39178875), (39190072, 39190178)]",-
506,ENST00000216071,chr22,"[(29457780, 29457832)]",-
507,ENST00000216075,chr22,"[(50925252, 50925326)]",+
508,ENST00000216080,chr22,"[(50945483, 50945549), (50946010, 50946113)]",-
509,ENST00000216083,chr22,"[(39268195, 39268221)]",-
510,ENST00000216085,chr22,"[(29661615, 29661657), (29663414, 29663566), (29663736, 29663967)]",-
511,ENST00000216099,chr22,"[(39417117, 39417524)]",+
512,ENST00000216101,chr22,"[(29711235, 29711745)]",-
513,ENST00000216106,chr22,"[(35653490, 35653550), (35658315, 35658383)]",+
514,ENST00000216115,chr22,"[(43506753, 43506809), (43520021, 43520028)]",+
515,ENST00000216117,chr22,"[(35776827, 35777166)]",+
516,ENST00000216121,chr22,"[(29977071, 29977326)]",-
517,ENST00000216122,chr22,"[(35796055, 35796201), (35796423, 35796431)]",+
518,ENST00000216124,chr22,"[(51066207, 51066600)]",-
519,ENST00000216127,chr22,"[(35936914, 35937547), (35942847, 35942856)]",+
520,ENST00000216129,chr22,"[(43583075, 43583139)]",-
521,ENST00000216133,chr22,"[(39548449, 39548655)]",-
522,ENST00000216139,chr22,"[(51176623, 51176663)]",+
523,ENST00000216144,chr22,"[(30116072, 30116413)]",+
524,ENST00000216146,chr22,"[(39715602, 39715776)]",-
525,ENST00000216155,chr22,"[(39745953, 39746015)]",+
526,ENST00000216160,chr22,"[(39795745, 39795807)]",+
527,ENST00000216177,chr22,"[(44287760, 44287893)]",-
528,ENST00000216180,chr22,"[(44319618, 44319791)]",+
529,ENST00000216181,chr22,"[(36745281, 36745300), (36783851, 36784063)]",-
530,ENST00000216185,chr22,"[(36877610, 36878077)]",-
531,ENST00000216187,chr22,"[(36902469, 36902470), (36902958, 36903069)]",-
532,ENST00000216190,chr22,"[(36922168, 36922178), (36925122, 36925483)]",-
533,ENST00000216194,chr22,"[(40742506, 40742562)]",+
534,ENST00000216200,chr22,"[(37213049, 37213056), (37215474, 37215523)]",-
535,ENST00000216211,chr22,"[(45680862, 45680894)]",+
536,ENST00000216214,chr22,"[(45704862, 45705531), (45705908, 45706064), (45718251, 45718260)]",+
537,ENST00000216218,chr22,"[(41252544, 41253026)]",-
538,ENST00000216223,chr22,"[(37540212, 37540245), (37545864, 37546030)]",-
539,ENST00000216225,chr22,"[(41347362, 41347402)]",+
540,ENST00000216237,chr22,"[(41601208, 41601366)]",+
541,ENST00000216241,chr22,"[(41636885, 41636938)]",-
542,ENST00000216252,chr22,"[(41864657, 41864729)]",-
543,ENST00000216254,chr22,"[(41865128, 41865150)]",+
544,ENST00000216259,chr22,"[(41985809, 41985894)]",-
545,ENST00000216264,chr22,"[(47134045, 47134158)]",-
546,ENST00000216267,chr22,"[(50217965, 50218452)]",-
547,ENST00000216268,chr22,"[(50247489, 50247637), (50276981, 50277310)]",+
548,ENST00000216271,chr22,"[(50689461, 50689814)]",-
549,ENST00000216274,chr14,"[(24809032, 24809251)]",-
550,ENST00000216277,chr14,"[(96968709, 96968929)]",+
551,ENST00000216281,chr14,"[(102553322, 102553528)]",-
552,ENST00000216288,chr14,"[(103852196, 103852366)]",+
553,ENST00000216294,chr14,"[(62229074, 62229178)]",+
554,ENST00000216297,chr14,"[(21852086, 21852425)]",-
555,ENST00000216330,chr14,"[(45603659, 45604009), (45604461, 45604522)]",-
556,ENST00000216336,chr14,"[(25045429, 25045466)]",-
557,ENST00000216338,chr14,"[(25078819, 25078864)]",-
558,ENST00000216341,chr14,"[(25103366, 25103473)]",-
559,ENST00000216350,chr14,"[(23398434, 23398600)]",-
560,ENST00000216361,chr14,"[(31343748, 31344144)]",+
561,ENST00000216366,chr14,"[(31494856, 31494993), (31535331, 31535402)]",+
562,ENST00000216367,chr14,"[(50154921, 50155021)]",-
563,ENST00000216373,chr14,"[(50698001, 50698276)]",-
564,ENST00000216378,chr14,"[(50862589, 50863047), (50863935, 50864122)]",-
565,ENST00000216392,chr14,"[(51411121, 51411454)]",-
566,ENST00000216410,chr14,"[(53251368, 53251382), (53258145, 53258319)]",-
567,ENST00000216416,chr14,"[(54908045, 54908149)]",-
568,ENST00000216420,chr14,"[(54976545, 54976677)]",+
569,ENST00000216442,chr14,"[(67826415, 67826966)]",-
570,ENST00000216445,chr14,"[(57960433, 57960570)]",-
571,ENST00000216446,chr14,"[(67878776, 67878917)]",-
572,ENST00000216452,chr14,"[(68066920, 68067004)]",-
573,ENST00000216455,chr14,"[(58711548, 58711638)]",+
574,ENST00000216465,chr14,"[(77787226, 77787511)]",+
575,ENST00000216468,chr14,"[(77843396, 77843452)]",-
576,ENST00000216471,chr14,"[(77843475, 77843761)]",+
577,ENST00000216479,chr14,"[(77924372, 77924532)]",+
578,ENST00000216484,chr14,"[(78082922, 78083116)]",-
579,ENST00000216487,chr14,"[(92980117, 92980276)]",+
580,ENST00000216489,chr14,"[(78174347, 78174363)]",-
581,ENST00000216492,chr14,"[(93389424, 93389704)]",+
582,ENST00000216500,chr14,"[(60632027, 60632323), (60636414, 60636574)]",-
583,ENST00000216513,chr14,"[(61190792, 61190852)]",-
584,ENST00000216517,chr14,"[(81382891, 81382906), (81405728, 81405884), (81407924, 81408031)]",-
585,ENST00000216540,chr14,"[(70263872, 70264006)]",-
586,ENST00000216554,chr14,"[(103800338, 103800597), (103800725, 103800934), (103801989, 103802197)]",+
587,ENST00000216568,chr14,"[(70527571, 70527656), (70546681, 70546923)]",-
588,ENST00000216602,chr14,"[(104182066, 104182178)]",+
589,ENST00000216605,chr14,"[(64855067, 64855145)]",+
590,ENST00000216629,chr14,"[(96722160, 96722637), (96728988, 96729107), (96730009, 96730019)]",+
591,ENST00000216639,chr14,"[(97263640, 97263784), (97299803, 97299808)]",+
592,ENST00000216714,chr14,"[(20923353, 20923553), (20923736, 20923804)]",+
593,ENST00000216727,chr14,"[(23790497, 23790678)]",+
594,ENST00000216733,chr14,"[(23834234, 23834842)]",-
595,ENST00000216756,chr14,"[(102829188, 102829229)]",-
596,ENST00000216774,chr14,"[(35452103, 35452421), (35465882, 35465915)]",+
597,ENST00000216775,chr14,"[(24540755, 24540850), (24542141, 24542145)]",+
598,ENST00000216780,chr14,"[(24563346, 24563614)]",+
599,ENST00000216797,chr14,"[(35873850, 35873952)]",-
600,ENST00000216799,chr14,"[(24610513, 24610525), (24610646, 24610797)]",-
601,ENST00000216802,chr14,"[(24615790, 24616430)]",-
602,ENST00000216807,chr14,"[(36295523, 36295722)]",+
603,ENST00000216832,chr14,"[(39644416, 39644483)]",+
604,ENST00000216840,chr14,"[(24740321, 24740375), (24740692, 24740945)]",-
605,ENST00000216862,chr20,"[(52790118, 52790512)]",-
606,ENST00000216877,chr20,"[(2854134, 2854406), (2903852, 2903931), (2928627, 2928670), (2944917, 2944923)]",+
607,ENST00000216879,chr20,"[(1447469, 1448337)]",-
608,ENST00000216923,chr20,"[(50808175, 50808525)]",-
609,ENST00000216951,chr20,"[(33539655, 33539663), (33543529, 33543620)]",-
610,ENST00000216962,chr20,"[(25228704, 25228814)]",+
611,ENST00000216968,chr20,"[(33759875, 33759957)]",+
612,ENST00000217026,chr20,"[(42295796, 42295923)]",+
613,ENST00000217043,chr20,"[(42965625, 42965797)]",+
614,ENST00000217074,chr20,"[(43538702, 43538784)]",+
615,ENST00000217075,chr20,"[(43561322, 43561354), (43561712, 43561720)]",+
616,ENST00000217086,chr20,"[(50418947, 50419059)]",-
617,ENST00000217109,chr20,"[(54967449, 54967769), (54970576, 54970608)]",+
618,ENST00000217121,chr20,"[(62496646, 62496718)]",+
619,ENST00000217130,chr20,"[(62599303, 62599321), (62669911, 62669938)]",-
620,ENST00000217131,chr20,"[(57582183, 57582302)]",-
621,ENST00000217133,chr20,"[(57594308, 57594577)]",+
622,ENST00000217159,chr20,"[(61273796, 61273905), (61287710, 61287806)]",+
623,ENST00000217162,chr20,"[(61492878, 61493115)]",-
624,ENST00000217169,chr20,"[(61867234, 61867448)]",+
625,ENST00000217173,chr20,"[(3104011, 3104052), (3140411, 3140842)]",-
626,ENST00000217182,chr20,"[(62129116, 62129187), (62130410, 62130505)]",-
627,ENST00000217185,chr20,"[(62168667, 62168695)]",-
628,ENST00000217188,chr20,"[(62178816, 62178857)]",-
629,ENST00000217195,chr20,"[(3740747, 3740833), (3748309, 3748375)]",-
630,ENST00000217233,chr20,"[(361260, 361813)]",+
631,ENST00000217244,chr20,"[(489195, 489304), (508576, 508693), (524315, 524465)]",-
632,ENST00000217246,chr20,"[(13976014, 13976409)]",+
633,ENST00000217254,chr20,"[(746418, 746469), (748940, 749131)]",-
634,ENST00000217260,chr20,"[(982807, 982904)]",-
635,ENST00000217289,chr20,"[(6100201, 6100219), (6103420, 6104191)]",-
636,ENST00000217305,chr20,"[(1963730, 1963749), (1973229, 1973289), (1974556, 1974703)]",-
637,ENST00000217315,chr20,"[(30697538, 30697842), (30720815, 30720851)]",+
638,ENST00000217320,chr20,"[(35504533, 35504577)]",+
639,ENST00000217381,chr20,"[(32031426, 32031698)]",-
640,ENST00000217386,chr20,"[(3052265, 3052301)]",+
641,ENST00000217398,chr20,"[(32308013, 32308116)]",-
642,ENST00000217402,chr20,"[(32399109, 32399274)]",+
643,ENST00000217407,chr20,"[(36974758, 36974919)]",+
644,ENST00000217420,chr20,"[(37353104, 37353367)]",+
645,ENST00000217423,chr20,"[(23669606, 23669677)]",-
646,ENST00000217425,chr20,"[(44098395, 44098421)]",+
647,ENST00000217426,chr20,"[(32891076, 32891154)]",-
648,ENST00000217428,chr20,"[(44144248, 44144264)]",-
649,ENST00000217429,chr20,"[(37554954, 37554995)]",+
650,ENST00000217455,chr20,"[(44485954, 44486045)]",-
651,ENST00000217456,chr20,"[(24973324, 24973615)]",-
652,ENST00000217515,chr18,"[(54305671, 54305876)]",-
653,ENST00000217652,chr18,"[(3247527, 3247907), (3253230, 3253245)]",+
654,ENST00000217740,chr18,"[(29598334, 29598826)]",+
655,ENST00000217800,chr18,"[(51797731, 51797855), (51800295, 51800363)]",+
656,ENST00000217885,chrX,"[(100129128, 100129198)]",-
657,ENST00000217893,chr5,"[(68661564, 68661581), (68662329, 68662422), (68665289, 68665469)]",-
658,ENST00000217901,chrX,"[(153059781, 153059978)]",-
659,ENST00000217905,chrX,"[(153524151, 153524346), (153533655, 153533689)]",+
660,ENST00000217909,chrX,"[(118533022, 118533366)]",+
661,ENST00000217926,chrX,"[(103268232, 103268259)]",-
662,ENST00000217939,chrX,"[(3261874, 3261902), (3264555, 3264682)]",-
663,ENST00000217957,chrX,"[(107288243, 107288360)]",+
664,ENST00000217958,chrX,"[(107334750, 107334848)]",-
665,ENST00000217961,chrX,"[(7137496, 7137716)]",+
666,ENST00000217964,chrX,"[(9433047, 9433487), (9469819, 9469889), (9608312, 9608400), (9621584, 9621626)]",+
667,ENST00000217971,chrX,"[(118370215, 118370326)]",+
668,ENST00000217999,chrX,"[(119249772, 119249847)]",-
669,ENST00000218004,chrX,"[(108779009, 108779111)]",+
670,ENST00000218006,chrX,"[(108719165, 108719250), (108725094, 108725301)]",-
671,ENST00000218008,chrX,"[(119495966, 119496023)]",+
672,ENST00000218032,chrX,"[(12924738, 12924825)]",+
673,ENST00000218054,chrX,"[(110035409, 110035443), (110038913, 110039076)]",-
674,ENST00000218056,chrX,"[(48455879, 48456384)]",+
675,ENST00000218068,chrX,"[(49593905, 49593954), (49595001, 49595031)]",+
676,ENST00000218075,chrX,"[(14547649, 14548179)]",+
677,ENST00000218089,chrX,"[(123094368, 123094716), (123155216, 123155281), (123156380, 123156477)]",+
678,ENST00000218099,chrX,"[(138612916, 138612923)]",+
679,ENST00000218104,chrX,"[(152990322, 152990721)]",+
680,ENST00000218147,chrX,"[(129116585, 129116738), (129139163, 129139207)]",+
681,ENST00000218176,chrX,"[(48826678, 48827976)]",-
682,ENST00000218197,chrX,"[(129474025, 129474252)]",+
683,ENST00000218200,chrX,"[(146993468, 146993697)]",+
684,ENST00000218224,chrX,"[(48755538, 48755792)]",+
685,ENST00000218230,chrX,"[(48693934, 48694035)]",-
686,ENST00000218249,chrX,"[(102192199, 102192246)]",+
687,ENST00000218316,chrX,"[(150345124, 150345193)]",+
688,ENST00000218328,chrX,"[(53681051, 53681075), (53707001, 53707139), (53713214, 53713313), (53713532, 53713673)]",-
689,ENST00000218340,chrX,"[(46696374, 46696535)]",+
690,ENST00000218343,chrX,"[(46771867, 46772154), (46844284, 46844295)]",+
691,ENST00000218364,chrX,"[(135579669, 135579843)]",+
692,ENST00000218388,chrX,"[(47441711, 47441873), (47442806, 47442814)]",+
693,ENST00000218432,chrX,"[(71401525, 71401560)]",+
694,ENST00000218436,chrX,"[(54824643, 54824673)]",-
695,ENST00000218439,chrX,"[(54834796, 54834866), (54835735, 54835764)]",+
696,ENST00000218507,chrX,"[(100353177, 100353237), (100353432, 100353528), (100356046, 100356059)]",+
697,ENST00000218516,chrX,"[(100662891, 100662913)]",-
698,ENST00000218548,chr13,"[(25254548, 25254881)]",+
699,ENST00000218652,chr13,"[(80055286, 80055338)]",+
700,ENST00000218758,chr19,"[(11688407, 11688494), (11689399, 11689472), (11689658, 11689800)]",-
701,ENST00000218789,chr13,"[(111806060, 111806338), (111857635, 111857720), (111862218, 111862349), (111870025, 111870028)]",+
702,ENST00000218867,chr13,"[(23755090, 23755214)]",+
703,ENST00000218981,chr13,"[(52373795, 52373803), (52378189, 52378293)]",-
704,ENST00000219022,chr13,"[(53602893, 53602971)]",+
705,ENST00000219054,chr16,"[(20462905, 20463003), (20463753, 20463788), (20471428, 20471436)]",+
706,ENST00000219066,chr16,"[(2097848, 2097867)]",-
707,ENST00000219069,chr16,"[(3332942, 3333818)]",+
708,ENST00000219070,chr16,"[(55512882, 55513391)]",+
709,ENST00000219091,chr16,"[(3162573, 3162683), (3163417, 3163431)]",+
710,ENST00000219097,chr16,"[(46723557, 46723617)]",+
711,ENST00000219139,chr16,"[(67143890, 67144078)]",+
712,ENST00000219150,chr16,"[(30194742, 30195046), (30196529, 30196530)]",+
713,ENST00000219151,chr16,"[(20648746, 20648773), (20651782, 20651906), (20673115, 20673195), (20681148, 20681308), (20682852, 20682993), (20693577, 20693785), (20696514, 20696725), (20702318, 20702578)]",-
